,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100
椿綾乃,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,2,0,1,0,2,0,0,0,0,3,0,1,1,0,1,1,0,4,1,0,0,0,1,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0
愛里ひな,1,1,2,0,0,1,3,0,0,0,3,1,1,1,0,1,0,0,0,1,1,0,0,0,1,2,0,0,2,1,0,0,2,1,0,1,0,1,0,1,0,2,0,3,0,5,0,0,0,0,2,4,1,0,1,0,3,1,0,1,1,0,3,0,1,0,4,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,3,0,0,0,2,0,3,2,1,0,0,2,2,1,0,1,1
瞳めい,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,2,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0
真琴,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,2,0,1,2,0,0,0,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0,0,0,2,1,0,0,0
朝倉ちひろ,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,1,3,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,4,0,0,1,1,1,0,1,0,2,0,0
南條あみ,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,1,2,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
石井みどり,0,1,0,3,0,1,0,0,1,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
奥村典子,0,0,0,1,1,1,2,1,0,0,0,0,0,2,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,6,1,2,2,0,0,2,0,1,1,0,0,1,0,0,0,1,0,1,0,3,0,0
藤本もも,0,0,0,1,0,12,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0
桃瀬れな,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2,0,0,0,2,1,0,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0
芦沢彩乃,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,2,0,2,0,0,1,1,0,1,0,0,3,1,0,1,0,0,0,0,0,5,0,0,0,1,0,0,2,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,2,1,0,0,1,0,0,0,1,1,0,0
秋原亜由,0,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,3,0,0,0,0,0,0,1,0,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
星美織,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,2,1,1,0,1,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,1,1,0,0,0,1,2,0,0,0,0
長澤まみ,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,1,1,0,1,0,0,1,0,0,0,0,3,0,0,1,1,0,1,0,0,0,2,0,0,0,0,1,2,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,2,0,4,0,1,0,1,0,0,1,0,0,1,0
上原リナ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,1,1,2,0,0,0,0,0,1,0,0
高城梨沙,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,2,1,2,0,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0
宝生優果,1,0,1,1,0,3,2,1,0,2,2,1,0,1,1,1,0,0,2,1,0,0,2,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,2,0,0,2,0,1,0,1,0,2,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,4,0,0,0,0,1,0,2,1,2,0,0,1,0,0,0,1,0,0
長澤リカ,1,0,1,0,1,0,0,0,0,2,0,0,1,3,0,0,0,0,2,0,0,0,3,1,0,0,1,1,1,2,2,0,1,2,3,2,0,1,1,2,3,3,0,1,2,1,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,1,0,2,1,2,0,0,0,0,2,1,1,0,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0
押切麗奈,0,1,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0,0,0,1,0,4,0,0,0,0,0,0,2,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,1,2,0,2,0,0,0,2,0,0,1,0,1,0,0
鈴木さとみ,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,2,0,1,0,1,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,5,0,0,0,1,2,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,4,1,0,1,1,1,0,1,0,0,1,0
星川ルル,1,0,1,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,2,0,1,0,2,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,4,1,0,1,3,1,2,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0
夏川亜咲,2,0,0,0,1,0,3,0,0,0,0,0,0,2,2,0,1,0,0,2,1,1,3,0,1,1,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,3,0,1,0,0,0,6,1,0,2,1,0,2,0,0,0,0,0,1,1,0,0,1,2,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,2,0,0,2,0,0,2,1,0,2,0,1,0,1,0,0,0
浜名優衣,2,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,0,0,1,0,4,0,0,0,0,3,1,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,4,0,0,0
百咲ひなの,2,2,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,0,1,0,0,2,1,1,0,1,0,0,1,2,0,2,2,0,0,1,1,0,0,5,0,1,0,3,1,0,0,0,4,1,0,3,1,2,1,0,1,0,1,0,1,0,1,1,0,2,1,1,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
長瀬茜,0,0,0,0,0,2,0,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,1,1,0,0,0,2,1,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,3,0,1,2,3,0,0,1,2,1,0
二階堂ローザ,0,3,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,1,0,1,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,2,1,0,1,0,0,1,0,0,0,0
ゆず季,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,2,0,0,2,0,1,0,0,2,1,2,1,0,0,0,0,1
桃原歩,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,2,0,2,0,0,3,0,0,0,1,1,2,0,1,0,0,1,0,1,2,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,2,0,1,4,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0
日向りのあ,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,2,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0
愛樹るい,0,0,0,0,0,2,0,5,1,2,1,0,0,0,1,0,0,0,0,4,0,3,2,0,0,1,2,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,2,0,2,0,0,0,0,3,0,0,0,1,1,1,0,2,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,4,1,0,0,1,2,4,0,2,0,1,0,1,0,0,0,0,2,0,0
八乙女かのん,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0
めぐり,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,1,0,0
藤間ゆかり,0,3,1,2,0,0,0,0,0,1,1,0,0,2,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,3,0,3,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,2,0,0,1,0,0,0,0,0,0,0,0,3,1,2,0,0,0,2,0,1,0,0,1,3,0,0,2,1,2,0,1
前乃さとみ,1,0,1,2,0,1,1,1,0,0,0,1,1,0,1,5,0,0,1,0,1,1,0,2,0,0,1,0,3,1,1,0,0,1,4,1,0,0,1,1,0,1,1,0,1,5,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,1,0,0,1,0,1,1,1,0,0
平井ゆきな,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,3,0,1,0,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
椿かをる,2,0,0,1,0,0,1,2,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,2,0,1,0,0,0,1,0,1,1,0,1,4,0,0,0,2,1,0,0,0,0,1,1,0,1,0,0,1,2,2,1,0,0,1,1,0,0,2,0,1,0,0,0,4,0,0,2,0,0,0,1,1,1,1,1,0,2,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,1,0,1,0
江藤ひな,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
七海,0,2,3,1,1,0,1,2,0,0,0,0,0,0,1,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,3,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,1,2,0,2
夏川るい,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,1,0,1,0
聖,2,0,2,1,3,0,0,0,1,0,2,0,0,1,1,0,2,1,0,0,2,1,2,0,0,1,2,0,0,0,0,0,1,2,0,2,0,0,1,0,3,0,4,1,0,0,0,0,0,1,2,2,1,1,0,0,1,0,0,0,1,0,0,3,4,1,0,0,1,2,0,2,1,3,0,2,1,5,1,0,1,4,0,0,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
雪乃ほたる,2,0,2,1,1,0,1,1,0,1,0,0,1,1,0,2,1,0,0,1,0,1,1,2,2,0,0,0,0,1,0,0,2,0,0,1,1,0,2,0,1,2,0,0,0,2,1,1,0,1,0,0,2,1,1,0,2,0,0,0,2,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,2,1,0,0,2,1,2,1,1,1,0,1
みさき優香,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,3,1,0,0,2,0,0,0,0,1,1,0,4,1,0,3,1,1,0,2,0,0,0,2,4,0,2,1,0,2,1,1,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,1,5,3,0,2,3,0,0,0,0,1,0,2,1,0,3,0,1,1,1,0,3,0,0,0,1,0,0,0,0,2,2,2,0,1,0,0
野中あんり,0,0,0,1,0,1,2,1,0,1,2,0,0,3,1,0,0,1,0,0,0,0,0,2,0,1,4,2,1,1,0,0,2,0,1,0,0,3,0,0,2,0,1,4,0,0,3,1,1,1,2,2,0,1,1,0,1,0,3,0,1,2,0,1,1,0,1,0,0,0,0,0,0,4,0,1,3,0,1,0,0,0,0,5,0,0,0,0,1,0,0,3,0,0,2,1,0,0,1,0
藤咲れいな,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,1,1,2,1,0,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
青山亜里沙,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,1,0,1,0,0,0,0,1,0,2,0,2,0,0,0,0,2,1,3,0,1,0,0,1,3,0,2,0,0,1,0,0
ひなの,1,0,1,0,2,1,3,1,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,3,0,0,1,2,1,0,2,1,0,1,2,0,1,2,0,1,3,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0
真弓舞,0,0,2,0,0,0,2,0,0,0,0,0,1,1,1,0,0,2,0,1,0,1,0,0,4,0,0,0,3,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,2,0,0,0,2,1,1,0,0,1,3,0,0,0,0,1,0,0,3,0,0
EREN,0,0,0,2,0,3,0,0,0,0,0,2,2,1,0,0,1,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,0,0,1,0,0,0,3,2,0,0,0,0,0,0,2,0,2,0,0,0,0
伊東エリ,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,6,0,0,1,0,0,2,0,0,2,0,0,0,2,1,3,1,0,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,2,1,0,0,1,0,0,1,0,0,0,0
瀬戸芯,2,0,0,1,0,0,0,2,1,0,1,0,0,2,0,0,0,1,0,0,2,0,1,1,0,3,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0
きらり,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,3,2,0,0,1,0,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,2,0,0,0,1,0,1,0,1,1,1,0,0,2
横峰あい,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2,1,0,1,0,0,1,3,0,0,2,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,1,0,0,1,2,2,0,0,1,1,0,0,1,0,0,0,1
芽衣奈,3,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
ブリー・オルソン,3,1,0,0,1,0,0,1,1,4,1,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,0,0,0,0,4,1,0,2,1,1,1,0,1,1,0,0,1,3,4,1,0,0,0,0,1,1,1,0,5,0,0,4,1,1,0,2,1,0,0,0,0,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,3,2,0,0,0
鈴木あんな,0,2,0,2,0,0,0,1,0,1,2,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,0,1,0,0,1,0,0,2,1,1,2,0,1,0,0,2,1,2,0,1,1,1,3,0
翼裕香,0,1,0,2,0,6,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,2,1,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
松橋ルカ,1,0,1,1,0,0,1,1,1,0,0,0,4,2,0,0,1,2,0,0,2,1,2,1,0,1,0,0,0,0,0,5,2,0,0,2,1,0,1,0,1,2,0,0,1,0,1,4,1,0,1,3,3,1,1,2,2,0,2,2,1,0,0,1,1,1,1,1,1,0,4,1,0,0,0,2,2,0,1,2,0,0,0,2,0,0,4,0,1,1,0,1,0,3,0,0,3,0,1,4
美咲夢花,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,2,0,0,0,0,2,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,2,0,0,1,0,1,0,0,0,0,0,1,0,3,1,1,2,0,0,0,0,0,0
水沢ありす,5,1,0,3,0,2,1,3,2,1,1,0,2,0,1,1,0,0,1,0,0,0,0,1,3,2,2,0,3,2,0,0,0,0,3,0,0,1,0,1,0,0,4,0,3,0,3,0,0,2,0,1,0,1,0,0,2,0,1,0,0,1,0,0,1,3,0,1,3,1,0,0,0,0,1,0,2,0,2,0,1,2,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,2,1,1
菅野麻弥,2,2,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,4,0,0,0,1,0,0,0,0,0
那月りの,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,2,1,3,1,0,1,0,0,0,2,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,2,0,1,0,0,1,0,1,1,0,2,0,0,0,0,2,0,0,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0
葉月樹里,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
山本ちづこ,1,1,0,2,1,1,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,3,0,0,0,1,0,0,0,1,0,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0
五月涼子,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,2,0,0,1,2,0,3,0,0,0,0,1,1,2,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
藤倉れいみ,2,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,1,0,2,0,0,4,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,2,0,1,0,4,1,0,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,2,1,1,1,2,0,0
和光志穂,0,0,0,4,0,2,1,1,0,0,0,1,1,0,3,1,0,0,3,2,1,0,1,0,0,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,4,0,0,1,1,1,0,0,3,0,0,0,0
